Date,finbert_sentiment,rolling_mean_score
2014-01-02,0.0007729381322860718,0.0007729381322860718
2014-01-03,0.3351939419905345,0.16798344006141028
2014-01-04,0.0,0.11198896004094018
2014-01-05,0.0,0.08399172003070514
2014-01-06,-0.20150817930698395,0.02689174016316732
2014-01-07,0.3910252094268799,0.10494219442208608
2014-01-08,0.2851103629384722,0.09492547861167364
2014-01-09,0.3193523089090983,0.1587959403934933
2014-01-10,0.49680880705515545,0.25815770180452435
2014-01-11,0.0,0.29845933766592114
2014-01-12,0.0,0.2202542957805452
2014-01-13,0.23861262202262878,0.21095474759737648
2014-01-14,0.13133835130267674,0.1733519560760922
2014-01-15,0.36447003909519743,0.14688420248410058
2014-01-16,0.5730531563361486,0.2614948337513303
2014-01-17,0.19135617837309837,0.29976606942594997
2014-01-18,0.0,0.25204354502142423
2014-01-19,0.0,0.2257758747608889
2014-01-20,0.7196819484233856,0.29681825662652656
2014-01-21,0.0,0.1822076253592968
2014-01-22,0.2486926168203354,0.1936749130487442
2014-01-23,0.25199394921461743,0.2440737028916677
2014-01-24,-0.3739890456199646,0.16927589376767477
2014-01-25,0.0,0.025339504082997642
2014-01-26,0.0,0.025339504082997642
2014-01-27,0.24981776977840223,0.025564534674611013
2014-01-28,0.2812370927560897,0.031413163382905465
2014-01-29,0.4285704067775181,0.19192505386240202
2014-01-30,0.9563416242599487,0.38319337871439174
2014-01-31,0.16940080126126608,0.417073538966645
2014-02-01,0.0,0.36710998501096453
2014-02-02,0.0,0.3108625664597466
2014-02-03,-0.27158491952078684,0.1708315012000856
2014-02-04,0.3749999552965164,0.054563167407399124
2014-02-05,0.06610588729381561,0.03390418461390903
2014-02-06,0.49980395287275314,0.13386497518845966
2014-02-07,0.3122619109995225,0.19631735738836414
2014-02-08,0.0,0.2506343412925215
2014-02-09,0.0,0.17563435023321822
2014-02-10,-0.05084276861614651,0.1522446190512258
2014-02-11,0.06954965988794963,0.0661937604542651
2014-02-12,0.6652709146340688,0.13679556118117436
2014-02-13,0.14197453430720738,0.16519046804261586
2014-02-14,0.2963239550590515,0.22445525905442615
2014-02-15,0.0,0.23462381277765548
2014-02-16,0.0,0.22071388080006554
2014-02-17,0.0,0.08765969787325176
2014-02-18,-0.39873013496398924,-0.020481235980987566
2014-02-19,-0.08605437477429707,-0.09695690194765728
2014-02-20,0.0,-0.09695690194765728
2014-02-21,0.49766209721565247,0.0025755174954732118
2014-02-22,0.0,0.0025755174954732118
2014-02-23,0.0,0.08232154448827106
2014-02-24,0.13007935097343043,0.12554828963781656
2014-02-25,0.3925664186477661,0.20406157336736977
2014-02-26,1.996755599975586e-05,0.10453314743543922
2014-02-27,-0.390071302652359,0.026518886904967433
2014-02-28,0.5517526202731662,0.13686941095960065
2014-03-01,0.0,0.11085354076491458
2014-03-02,0.0,0.03234025703536135
2014-03-03,0.0,0.0323362635241614
2014-03-04,0.7827113032341003,0.2668927847014532
